no,TI,ID
867,EFFECTS OF MASSAGE ON SATELLITE CELLS OF ACUTE CONTUSIVE SKELETAL MUSCLES,
868,ATRIAL FIBRILLATION INDUCED BY CAROTID SINUS MASSAGE,adult;article;blood pressure monitoring;carotid sinus massage;case report;clinical examination;clinical feature;echocardiography;electrocardiography monitoring;follow up;heart atrium fibrillation;holter monitoring;human;male;priority journal;syncope;treatment outcome;atrial fibrillation;carotid sinus;diagnosis;differential;echocardiography;electrocardiography;electrocardiography;ambulatory;humans;male;massage;middle aged;supine position;syncope;tilt-table test
869,EFFECTS OF TRADITIONAL THAI MASSAGE VERSUS JOINT MOBILIZATION ON SUBSTANCE P AND PAIN PERCEPTION IN PATIENTS WITH NON-SPECIFIC LOW BACK PAIN,substance p;adult;analysis of covariance;article;confidence interval;controlled study;female;human;intermethod comparison;joint mobilization;low back pain;major clinical study;male;massage;nociception;outcome assessment;randomization;saliva level;statistical analysis;student t test;thai massage;therapy effect;treatment duration;visual analog scale
870,MEDICAL MASSAGE AS A RATIONAL TREATMENT FOLLOWING FACIAL SKELETON SURGERY [PROPOZYCJA WYKORZYSTANIA MASAŻU MEDYCZNEGO PO ZABIEGACH CHIRURGICZNYCH W OBRȨBIE TWARZOCZASZKI],article;edema;face surgery;human;hypersensitivity;massage;patient care;postoperative care;postoperative complication
871,ANATOMICAL GROUNDS FOR THE USE OF THE TENSEGRITY PRINCIPLE IN MASSAGE [ANATOMICZNE UZASADNIENIE WYKORZYSTANIA ZASADY TENSEGRACJI W MASAŻU],
872,THE TRAINING AND SUPPORT PROGRAMME (INVOLVING BASIC MASSAGE) FOR PARENTS OF CHILDREN WITH CEREBRAL PALSY: AN IMPLEMENTATION STUDY,anxiety;article;cerebral palsy;controlled study;depression;eating;follow up;health program;human;human experiment;interview;massage;parent;parental behavior;patient mobility;patient satisfaction;questionnaire;sample;self concept;sleep;statistical analysis;stress;wellbeing
873,SWEDISH MASSAGE AND ABNORMAL REFLEXES OF CHILDREN WITH SPASTIC CEREBRAL PALSY,
874,EFFICACY OF MEDICAL MASSAGE AFTER FACIAL SKELETON SURGERY [OCENA EFEKTYWNOŚCI MASAŻU MEDYCZNEGO PO ZABIEGACH CHIRURGICZNYCH W OBR BIE TWARZOCZASZKI],
875,"THE EFFECT OF A MULTI-MODALITY THERAPY INCLUDING ACTIVE EXERCISES, CLASSIC MASSAGE, CRYOTHERAPY AND A COMBINATION OF ULTRASOUND AND ELECTRICAL STIMULATION ON ROTATOR CUFF INJURIES [WPŁYW KOMPLEKSOWEJ TERAPII OBEJMUJA̧CEJ ĆWICZENIA CZYNNE, MASAŻ KLASYCZNY, KRIOTERAPIȨ ORAZ ŁA̧CZNE DZIAŁANIE ULTRADŹWIȨK W I PRA̧DU ELEKTRYCZNEGO W LECZENIU USZKODZEŃ PIERŚCIENIA ROTATOR W]",article;clinical article;controlled study;cryotherapy;electrostimulation;exercise;human;joint mobility;kinesiotherapy;massage;muscle strength;pain assessment;physiotherapy;rotator cuff injury;ultrasound
876,MASSAGE RELIEVES NAUSEA IN WOMEN WITH BREAST CANCER WHO ARE UNDERGOING CHEMOTHERAPY,betamethasone;corticosteroid;cyclophosphamide;epirubicin;fluorouracil;tropisetron;adult;anxiety disorder;article;breast cancer;cancer chemotherapy;clinical article;clinical trial;controlled clinical trial;controlled study;depression;female;hospital anxiety and depression scale;human;massage;nausea;outcome assessment;priority journal;prospective study;randomized controlled trial;statistical analysis;treatment duration;treatment outcome;visual analog scale;adult;antineoplastic agents;anxiety;breast neoplasms;depression;female;humans;massage;middle aged;nausea;pain measurement;stress;psychological;sweden;treatment outcome;women's health
877,IMPROVEMENT OF SPINAL JOINT MOBILITY AND RELIEF OF LOW BACK PAIN BY SOFT TISSUE MASSAGE OF THE SPINE [WPŁYW MASAŻU LECZNICZEGO NA POPRAWȨ RUCHOMOŚCI I ZMNIEJSZENIE DOLEGLIWOŚCI B LOWYCH KRȨGOSŁUPA],analgesia;article;clinical article;human;intervertebral disk degeneration;joint mobility;low back pain;massage;neuralgia;spine
878,TRAUMATIC TRICUSPID REGURGITATION FOLLOWING CARDIAC MASSAGE,
879,ROLE OF THE TENSEGRITY RULE IN THEORETICAL BASIS OF MASSAGE THERAPY,article;bone;bone structure;cartilage;conceptual framework;fascia;human;kinematics;ligament;massage;muscle contraction;muscle force;muscle relaxation;muscle tone;myalgia;priority journal;rest;skeletal muscle;therapy effect
880,HAND ARTHRITIS PAIN IS REDUCED BY MASSAGE THERAPY,adult;aged;anxiety disorder;arthritis;article;clinical article;controlled study;depression;female;grip strength;hand;hand disease;home;human;male;massage;pain assessment;scoring system;self care;treatment duration;wrist
881,THERAPIST EDUCATION IMPACTS THE MASSAGE EFFECT ON POSTRACE MUSCLE RECOVERY,adult;analgesia;article;clinical trial;controlled clinical trial;controlled study;education;exercise recovery;experiential learning;female;human;major clinical study;male;massage;muscle soreness;myalgia;physical activity;questionnaire;running;therapist education;training;visual analog scale;adult;colorado;female;humans;leg;low back pain;male;massage;muscle fatigue;muscle;skeletal;questionnaires;running
882,"EFFECTS OF SKIN REHABILITATION MASSAGE THERAPY ON PRURITUS, SKIN STATUS, AND DEPRESSION IN BURN SURVIVORS.",adult;article;burn;clinical trial;controlled clinical trial;controlled study;depression;female;human;hypertrophic scar;male;massage;pruritus;adult;burns;cicatrix;hypertrophic;depressive disorder;female;humans;male;massage;pruritus
883,FACTS ON REFLEXOLOGY (FOOT MASSAGE).,article;evidence based medicine;human;massage;methodology;nurse attitude;nursing;treatment outcome;evidence-based medicine;humans;massage;nurse's role;treatment outcome
884,ACUTE POSTOPERATIVE PAIN MANAGEMENT USING MASSAGE AS AN ADJUVANT THERAPY: A RANDOMIZED TRIAL,opiate;abdominal surgery;adjuvant therapy;adult;aged;analgesia;anxiety;article;back;clinical trial;controlled clinical trial;controlled study;female;human;major clinical study;major surgery;male;massage;pain assessment;patient satisfaction;postoperative analgesia;postoperative care;postoperative pain;priority journal;randomized controlled trial;sternotomy;treatment outcome;visual analog scale
885,MASSAGE THERAPY FOR OSTEOARTHRITIS OF THE KNEE: A RANDOMIZED CONTROLLED TRIAL,adult;aged;article;clinical trial;controlled clinical trial;controlled study;female;functional status;human;knee osteoarthritis;major clinical study;male;massage;pain assessment;priority journal;randomized controlled trial;range of motion;rigidity;treatment outcome;visual analog scale;aged;aged;80 and over;female;humans;male;massage;osteoarthritis;knee;pain measurement;treatment outcome
886,MODERATE VERSUS LIGHT PRESSURE MASSAGE THERAPY LEADS TO GREATER WEIGHT GAIN IN PRETERM INFANTS,arousal;article;child behavior;clinical observation;clinical trial;controlled clinical trial;controlled study;crying;electrocardiography;heart rate;hiccup;human;infant;leisure;major clinical study;massage;prematurity;priority journal;randomized controlled trial;recording;sleep parameters;sleep waking cycle;stress;vagus tone;weight gain;body weight;humans;infant;newborn;infant;premature;massage;pressure;sleep stages;touch;weight gain
887,INTEGRATING SWEDISH MASSAGE THERAPY WITH PRIMARY HEALTH CARE INITIATIVES AS PART OF A HOLISTIC NURSING APPROACH,alternative medicine;article;clinical effectiveness;community care;consultation;correlation analysis;feasibility study;health belief;health care access;health care need;health insurance;health practitioner;health promotion;holistic nursing;human;intermethod comparison;massage;medical research;musculoskeletal disease;nursing practice;patient care;patient satisfaction;physical disability;preventive health service;primary health care;public health service;reimbursement;holistic nursing;humans;massage;primary health care
888,UTILIZING QUALITATIVE METHODOLOGY: AN EXPLORATION OF INFANT MASSAGE AND INFANT ATTACHMENT,
889,THE EFFECT OF ABDOMINAL MASSAGE ON BOWEL FUNCTION IN PATIENTS WITH SPINAL CORD INJURY,abdomen;abdominal distension;abdominal pain;adult;article;clinical article;comparative study;defecation;defecation disorder;diet therapy;dietary fiber;feces incontinence;functional assessment;human;intestine function;intestine function disorder;intestine motility;intestine transit time;massage;spinal cord injury;treatment outcome;abdomen;abdominal pain;adult;constipation;defecation;fecal incontinence;female;flatulence;gastrointestinal motility;humans;male;massage;middle aged;spinal cord injuries
890,CHILDREN WITH DOWN SYNDROME IMPROVED IN MOTOR FUNCTIONING AND MUSCLE TONE FOLLOWING MASSAGE THERAPY,
891,A STUDY TO COMPARE THE EFFECTS OF MASSAGE AND STATIC TOUCH ON EXPERIMENTALLY INDUCED PAIN IN HEALTHY VOLUNTEERS,adult;alternative medicine;article;clinical trial;cold;confidence interval;crossover procedure;female;hand;human;human experiment;hypoalgesia;immersion;laboratory;male;massage;nociception;normal human;pain;pain assessment;pain threshold;priority journal;risk assessment;sample size;staff;statistical analysis;statistical significance;university student;volunteer
892,MAGNITUDE AND DURATION OF THE EFFECTS OF PLANTAR SOLE MASSAGES ON THE UPRIGHT STANCE CONTROL MECHANISMS OF HEALTHY INDIVIDUALS,
893,REPORTS BY SOME MASSAGE THERAPISTS OF A SENSE OF 'SPECIAL CONNECTION' THAT IS SOMETIMES EXPERIENCED WITH CLIENTS/PATIENTS,article;content analysis;female;healing;human;intimacy;male;massage;normal human;physiotherapist;questionnaire;female;humans;male;massage;patient participation;patient-centered care;perception;physical therapy (specialty);pilot projects;professional practice;professional-patient relations;questionnaires
894,BIOMECHANICAL ASSESSMENT OF MASSAGE THERAPISTS,
895,EXERCISE + MASSAGE BEAT STEROIDS FOR TENNIS ELBOW.,steroid;article;human;kinesiotherapy;massage;tennis elbow;treatment outcome;exercise therapy;humans;massage;steroids;tennis elbow;treatment outcome
896,EFFECTS OF AROMATHERAPY MASSAGE ON ANXIETY AND SELF-ESTEEM IN KOREAN ELDERLY WOMEN: A PILOT STUDY,chamomile;aged;anxiety;aromatherapy;article;blood pressure monitoring;clinical trial;controlled clinical trial;controlled study;elderly care;female;human;human experiment;korea;lavender;lemon;massage;pilot study;pulse rate;rosemary;self esteem;aged;aged;80 and over;anxiety;aromatherapy;female;humans;korea;massage;pilot projects;self concept;treatment outcome
897,WHICH ESSENTIAL OIL IS BETTER FOR HYGIENIC MASSAGE PRACTICE?,essential oil;eucalyptus oil;lavender oil;tea tree oil;thyme oil;adult;antibacterial activity;article;bacterial count;bacterial growth;bacterial survival;colony forming unit;controlled study;dilution;growth inhibition;human;human experiment;hygiene;male;massage;nonhuman;outcome assessment;sampling;staphylococcus aureus
898,REPETITIVE PROSTATIC MASSAGE AND DRUG THERAPY AS AN ALTERNATIVE TO TRANSURETHRAL RESECTION OF THE PROSTATE,alfuzosin;alpha adrenergic receptor blocking agent;antibiotic agent;erythromycin;finasteride;itraconazole;minocycline;terazosin;antiinfective agent;finasteride;adult;aged;article;bacterium culture;bacterium identification;catheter removal;catheterization;chlamydia;chlamydiasis;citrobacter freundii;clinical article;clinical feature;erythrocyte count;escherichia coli;fluorescent antibody technique;follow up;human;indwelling catheter;leukocyte count;male;massage;medical record review;nocturia;philippines;prostate fluid;prostate massage;prostate secretion;prostatitis;proteus mirabilis;scoring system;serratia liquefaciens;staphylococcus epidermidis;staphylococcus intermedius;staphylococcus saprophyticus;transrectal ultrasonography;urinalysis;urine retention;alternative medicine;case report;drug effect;methodology;middle aged;pathology;prostate;prostate hypertrophy;prostatitis;retrospective study;transurethral resection;urine retention;adrenergic alpha-antagonists;aged;anti-infective agents;complementary therapies;finasteride;humans;male;massage;middle aged;prostate;prostatic hyperplasia;prostatitis;retrospective studies;transurethral resection of prostate;urinary catheterization;urinary retention
899,A TRIAL OF SEMEN COLLECTION BY MASSAGE METHOD IN MITHUN (BOS FRONTALIS) BULLS,bos frontalis
900,CHANGES IN CEREBRAL BLOOD FLOW UNDER THE PRONE CONDITION WITH AND WITHOUT MASSAGE,chromogranin a;hydrocortisone;protein;water;adult;amygdaloid nucleus;article;autonomic nervous system function;awareness;back;body posture;brain blood flow;brain region;chemical analysis;cholinergic system;controlled study;correlation analysis;female;forebrain;heart rate;human;human experiment;hydrocortisone blood level;male;massage;normal human;parametric test;parietal lobe;positron emission tomography;precuneus;pressure;priority journal;saliva level;sensory stimulation;stimulus response;stress;supine position;adult;autonomic nervous system;brain;cerebrovascular circulation;female;heart rate;humans;magnetic resonance imaging;male;massage;neurotransmitter agents;positron-emission tomography;prone position;supine position
901,THE EFFECT OF CHAIR MASSAGE ON STRESS PERCEPTION OF HOSPITAL BEDSIDE NURSES,adult;article;controlled study;feasibility study;female;hospital;human;human experiment;male;massage;normal human;nurse;perception;shift worker;stress;student t test;therapy effect;work schedule;working time
902,SOME PRELIMINARY OBSERVATIONS OF THE EFFECTS OF SPORTS MASSAGE ON HEAT DISTRIBUTION OF LOWER LIMB MUSCLES DURING A GRADED EXERCISE TEST,lactic acid;adult;article;controlled study;exercise test;female;heart rate;human;human experiment;lactate blood level;leg muscle;massage;oxygen consumption;skin temperature;task performance;thermal analysis
